ticker,company,date,quarter,year,document_sentiment,document_sentiment_score,document_confidence,document_uncertainty_score,word_count
TSLA,"Tesla, Inc.",2018-08-01,Q2,2018,positive,0.7941637906161222,0.8341175426136364,0.06920052424639579,3815
TSLA,"Tesla, Inc.",2018-10-24,Q3,2018,positive,0.4092593722873264,0.6581641303168403,0.06813880126182965,3170
TSLA,"Tesla, Inc.",2019-01-30,Q4,2018,positive,0.43326429887251416,0.6753761985085227,0.06901840490797545,3912
TSLA,"Tesla, Inc.",2019-04-24,Q1,2019,negative,-0.17901611328125,0.47995758056640625,0.05522319374137137,2173
TSLA,"Tesla, Inc.",2019-07-24,Q2,2019,positive,0.3883921305338542,0.662109375,0.05257731958762886,1940
TSLA,"Tesla, Inc.",2019-10-23,Q3,2019,neutral,0.15698954264322917,0.619561767578125,0.024442846872753412,4173
TSLA,"Tesla, Inc.",2020-01-29,Q4,2019,positive,0.5626869201660156,0.6449394226074219,0.028485110056107033,2317
TSLA,"Tesla, Inc.",2020-04-29,Q1,2020,positive,0.5569890340169271,0.6497395833333334,0.02907915993537964,1857
TSLA,"Tesla, Inc.",2020-07-22,Q2,2020,neutral,0.32366587320963547,0.5606007893880208,0.027784209307710115,4319
TSLA,"Tesla, Inc.",2020-10-21,Q3,2020,positive,0.6501235961914062,0.7054966517857143,0.034532374100719423,2085
TSLA,"Tesla, Inc.",2021-01-27,Q4,2020,positive,0.5131866455078125,0.67607421875,0.02083333333333333,1440
TSLA,"Tesla, Inc.",2021-04-26,Q1,2021,positive,0.41386890411376953,0.5004196166992188,0.047619047619047616,2646
TSLA,"Tesla, Inc.",2021-07-26,Q2,2021,neutral,0.36922454833984375,0.48738861083984375,0.03185437997724687,2637
TSLA,"Tesla, Inc.",2021-10-20,Q3,2021,positive,0.623845672607422,0.74140625,0.031830238726790444,1508
TSLA,"Tesla, Inc.",2022-01-26,Q4,2021,positive,0.4204666137695312,0.5508453369140625,0.03094555873925501,1745
TSLA,"Tesla, Inc.",2022-04-20,Q1,2022,positive,0.4602554321289063,0.634375,0.024691358024691357,1458
TSLA,"Tesla, Inc.",2022-07-20,Q2,2022,neutral,0.2561321258544922,0.4892730712890625,0.028867505551443372,2702
TSLA,"Tesla, Inc.",2022-10-19,Q3,2022,neutral,-0.0019638061523437472,0.91435546875,0.04466501240694789,1612
TSLA,"Tesla, Inc.",2023-01-25,Q4,2022,neutral,0.0014063517252604144,0.9189453125,0.03544575725026853,1862
TSLA,"Tesla, Inc.",2023-04-19,Q1,2023,neutral,0.017779541015624997,0.89365234375,0.041450777202072527,1737
TSLA,"Tesla, Inc.",2023-07-19,Q2,2023,positive,0.5945266723632812,0.650439453125,0.055487053020961775,1622
TSLA,"Tesla, Inc.",2023-10-18,Q3,2023,neutral,0.198960198296441,0.5471530490451388,0.034162421336529816,3337
TSLA,"Tesla, Inc.",2024-01-24,Q4,2023,negative,-0.01619720458984375,0.36370086669921875,0.0312267657992565,1345
TSLA,"Tesla, Inc.",2024-04-23,Q1,2024,neutral,0.05334557427300346,0.3886176215277778,0.05387429331559694,3007
TSLA,"Tesla, Inc.",2024-07-23,Q2,2024,neutral,0.3269390530056424,0.4730021158854167,0.04857444561774023,2841
TSLA,"Tesla, Inc.",2024-10-23,Q3,2024,neutral,0.4563182830810547,0.48951873779296873,0.0321608040201005,2985
TSLA,"Tesla, Inc.",2025-01-29,Q4,2024,neutral,0.3726034164428711,0.47988001505533856,0.03741496598639456,3528
TSLA,"Tesla, Inc.",2025-04-22,Q1,2025,neutral,0.25301126333383417,0.5338956392728366,0.041005613863802776,4097
TSLA,"Tesla, Inc.",2025-10-22,Q3,2025,neutral,0.25290543692452566,0.6131809779575893,0.022846263683960016,4202
TSLA,"Tesla, Inc.",2026-01-28,Q4,2025,neutral,0.13796636793348524,0.6845465766059028,0.019457245263696875,5859
TSLA,"Tesla, Inc.",2026-04-22,Q1,2026,neutral,0.42231681130149146,0.5313360040838068,0.027826086956521733,3450
TSLA,"Tesla, Inc.",2026-07-22,Q2,2026,neutral,0.1705136980329241,0.5536520821707589,0.02099860009332711,4286
